key,parent_key,has_parent
SPARK-20128,,0
SPARK-20129,,0
SPARK-2013,,0
SPARK-20130,,0
SPARK-20131,,0
SPARK-20132,,0
SPARK-20133,,0
SPARK-20134,,0
SPARK-20135,,0
SPARK-20136,,0
SPARK-20137,,0
SPARK-20138,,0
SPARK-20139,,0
SPARK-2014,,0
SPARK-20140,,0
SPARK-20141,,0
SPARK-20142,,0
SPARK-20143,,0
SPARK-20144,,0
SPARK-20145,,0
SPARK-20147,,0
SPARK-20146,,0
SPARK-20148,,0
SPARK-20149,SPARK-12661,1
SPARK-2015,,0
SPARK-20150,,0
SPARK-20151,,0
SPARK-20152,,0
SPARK-20153,,0
SPARK-20154,,0
SPARK-20155,,0
SPARK-20157,,0
SPARK-20156,,0
SPARK-20158,,0
SPARK-20159,,0
SPARK-2016,SPARK-2015,1
SPARK-20160,,0
SPARK-20162,,0
SPARK-20161,,0
SPARK-20163,,0
SPARK-20164,,0
SPARK-20165,SPARK-19067,1
SPARK-20166,,0
SPARK-20167,,0
SPARK-20168,,0
SPARK-20169,,0
SPARK-2017,SPARK-2015,1
SPARK-20171,,0
SPARK-20170,,0
SPARK-20172,,0
SPARK-20173,,0
SPARK-20174,,0
SPARK-20176,,0
SPARK-20177,,0
SPARK-20175,,0
SPARK-20178,,0
SPARK-20179,,0
SPARK-2018,,0
SPARK-20180,,0
SPARK-20181,,0
SPARK-20182,,0
SPARK-20184,,0
SPARK-20183,SPARK-19591,1
SPARK-20186,SPARK-16026,1
SPARK-20185,,0
SPARK-20187,,0
SPARK-20188,,0
SPARK-2019,,0
SPARK-20189,,0
SPARK-20190,,0
SPARK-20191,,0
SPARK-20192,,0
SPARK-20193,,0
SPARK-20194,,0
SPARK-20195,,0
SPARK-20196,,0
SPARK-20197,,0
SPARK-20199,,0
SPARK-20198,,0
SPARK-2020,,0
SPARK-20200,,0
SPARK-20201,,0
SPARK-20202,,0
SPARK-20204,,0
SPARK-20203,,0
SPARK-20205,,0
SPARK-20206,,0
SPARK-20208,,0
SPARK-2021,,0
SPARK-20209,,0
SPARK-20207,,0
SPARK-20210,,0
SPARK-20211,,0
SPARK-20212,,0
SPARK-20213,,0
SPARK-20214,,0
SPARK-20215,,0
SPARK-20217,,0
SPARK-20216,,0
SPARK-20219,,0
SPARK-20218,,0
SPARK-20220,,0
SPARK-2022,,0
SPARK-20221,,0
SPARK-20222,,0
SPARK-20223,,0
SPARK-20224,SPARK-19067,1
SPARK-20227,,0
SPARK-20226,,0
SPARK-20228,,0
SPARK-20225,,0
SPARK-2023,,0
SPARK-20229,,0
SPARK-20230,,0
SPARK-20231,SPARK-17626,1
SPARK-20232,,0
SPARK-20233,SPARK-17626,1
SPARK-20234,,0
SPARK-20235,,0
SPARK-20237,,0
SPARK-20236,,0
SPARK-20238,,0
SPARK-20239,,0
SPARK-2024,,0
SPARK-20241,,0
SPARK-20240,,0
SPARK-20242,,0
SPARK-20245,,0
SPARK-20243,,0
SPARK-20246,,0
SPARK-20244,,0
SPARK-20247,,0
SPARK-20248,,0
SPARK-20249,SPARK-32139,1
SPARK-20250,,0
SPARK-2025,,0
SPARK-20251,,0
SPARK-20252,,0
SPARK-20253,,0
SPARK-20254,,0
SPARK-20255,,0
SPARK-20257,,0
SPARK-20260,,0
SPARK-2026,,0
SPARK-20258,,0
SPARK-20256,,0
SPARK-20259,,0
SPARK-20262,,0
SPARK-20261,,0
SPARK-20263,,0
SPARK-20264,,0
SPARK-20267,,0
SPARK-2027,,0
SPARK-20268,,0
SPARK-20266,,0
SPARK-20265,,0
SPARK-20269,,0
SPARK-20271,,0
SPARK-20270,,0
SPARK-20273,,0
SPARK-20272,,0
SPARK-20274,,0
SPARK-20277,,0
SPARK-20275,,0
SPARK-20278,,0
SPARK-20276,,0
SPARK-20279,,0
SPARK-2028,,0
SPARK-20280,,0
SPARK-20281,,0
SPARK-20282,,0
SPARK-20286,,0
SPARK-20284,,0
SPARK-20288,,0
SPARK-20285,,0
SPARK-20283,,0
SPARK-20287,,0
SPARK-20289,,0
SPARK-2029,,0
SPARK-20290,,0
SPARK-20291,,0
SPARK-20292,,0
SPARK-20295,,0
SPARK-20296,,0
SPARK-20294,,0
SPARK-20293,,0
SPARK-20297,,0
SPARK-20298,,0
SPARK-20299,,0
SPARK-2030,,0
SPARK-20300,,0
SPARK-20304,,0
SPARK-20301,,0
SPARK-20302,,0
SPARK-20305,,0
SPARK-20306,,0
SPARK-20303,,0
SPARK-20308,,0
SPARK-20307,,0
SPARK-20309,,0
SPARK-2031,,0
SPARK-20312,,0
SPARK-20310,,0
SPARK-20311,,0
SPARK-20314,,0
SPARK-20313,,0
SPARK-20315,,0
SPARK-20316,,0
SPARK-20317,,0
SPARK-20318,SPARK-16026,1
SPARK-20319,,0
SPARK-2032,,0
SPARK-20321,,0
SPARK-20320,,0
SPARK-20322,,0
SPARK-20324,,0
SPARK-20323,,0
SPARK-20326,,0
SPARK-20325,,0
SPARK-20327,,0
SPARK-20328,,0
SPARK-2033,,0
SPARK-20329,,0
SPARK-20330,,0
SPARK-20332,,0
SPARK-20331,,0
SPARK-20333,,0
SPARK-20335,,0
SPARK-20334,SPARK-18455,1
SPARK-20336,,0
SPARK-20337,,0
SPARK-20338,,0
SPARK-2034,,0
SPARK-20339,,0
SPARK-20341,,0
SPARK-20342,,0
SPARK-20340,,0
SPARK-20343,,0
SPARK-20344,,0
SPARK-20345,,0
SPARK-20346,,0
SPARK-20347,,0
SPARK-20348,,0
SPARK-20349,,0
SPARK-20351,,0
SPARK-20354,,0
SPARK-20352,,0
SPARK-2035,,0
SPARK-20350,,0
SPARK-20353,,0
SPARK-20355,,0
SPARK-20357,,0
SPARK-20356,,0
SPARK-20358,,0
SPARK-2036,,0
SPARK-20363,,0
SPARK-20360,,0
SPARK-20361,,0
SPARK-20362,,0
SPARK-20359,,0
SPARK-20364,,0
SPARK-20365,,0
SPARK-20366,SPARK-16026,1
SPARK-20367,,0
SPARK-20369,,0
SPARK-20368,,0
SPARK-2037,,0
SPARK-20371,,0
SPARK-20372,SPARK-20902,1
SPARK-20370,,0
SPARK-20373,,0
SPARK-20375,,0
SPARK-20374,,0
SPARK-20376,,0
SPARK-20377,,0
SPARK-20378,,0
SPARK-2038,,0
SPARK-20379,,0
SPARK-20380,,0
SPARK-20381,,0
SPARK-20382,,0
SPARK-20384,,0
SPARK-20385,,0
SPARK-20383,,0
SPARK-20387,,0
SPARK-20386,,0
SPARK-20390,,0
SPARK-2039,,0
SPARK-20388,,0
SPARK-20389,,0
SPARK-20393,,0
SPARK-20391,,0
SPARK-20395,,0
SPARK-20392,,0
SPARK-20396,SPARK-22216,1
SPARK-20397,,0
SPARK-2040,,0
SPARK-20400,,0
SPARK-20398,,0
SPARK-20399,,0
SPARK-20403,,0
SPARK-20401,,0
SPARK-20404,,0
SPARK-20402,,0
SPARK-20405,,0
SPARK-20406,,0
SPARK-20407,,0
SPARK-20408,,0
SPARK-20409,,0
SPARK-2041,,0
SPARK-20411,,0
SPARK-20413,,0
SPARK-20412,,0
SPARK-20410,,0
SPARK-20414,,0
SPARK-20415,,0
SPARK-20417,SPARK-18455,1
SPARK-20416,,0
SPARK-20419,,0
SPARK-20422,,0
SPARK-20421,,0
SPARK-20420,,0
SPARK-20418,,0
SPARK-2042,,0
SPARK-20423,,0
SPARK-20424,,0
SPARK-20426,,0
SPARK-20425,,0
SPARK-20429,,0
SPARK-20428,,0
SPARK-20430,,0
SPARK-2043,,0
SPARK-20431,,0
SPARK-20427,,0
SPARK-20432,,0
SPARK-20433,,0
SPARK-20435,,0
SPARK-20434,,0
SPARK-2044,,0
SPARK-20436,,0
SPARK-20438,,0
SPARK-20437,,0
SPARK-20439,,0
SPARK-20441,,0
SPARK-20442,,0
SPARK-20443,,0
SPARK-20445,,0
SPARK-20444,,0
SPARK-20450,,0
SPARK-20448,,0
SPARK-20446,,0
SPARK-20449,,0
SPARK-2045,,0
SPARK-20447,,0
SPARK-20452,,0
SPARK-20451,,0
SPARK-20453,,0
SPARK-20454,,0
SPARK-20457,,0
SPARK-20459,,0
SPARK-20455,,0
SPARK-20456,,0
SPARK-2046,,0
SPARK-20458,,0
SPARK-20460,,0
SPARK-20461,,0
SPARK-20462,,0
SPARK-20463,,0
SPARK-20469,,0
SPARK-2047,,0
SPARK-20467,,0
SPARK-20465,,0
SPARK-20468,,0
SPARK-20466,,0
SPARK-20464,,0
SPARK-20470,,0
SPARK-20471,,0
SPARK-20472,,0
SPARK-20473,,0
SPARK-20476,,0
SPARK-20474,,0
SPARK-20475,,0
SPARK-2048,,0
SPARK-20479,,0
SPARK-20478,,0
SPARK-20477,,0
SPARK-20480,,0
SPARK-20481,,0
SPARK-20483,,0
SPARK-20482,,0
SPARK-20484,,0
SPARK-20485,,0
SPARK-20489,,0
SPARK-20486,,0
SPARK-2049,,0
SPARK-20490,,0
SPARK-20488,,0
SPARK-20487,,0
SPARK-20493,,0
SPARK-20494,,0
SPARK-20491,,0
SPARK-20492,,0
SPARK-20496,,0
SPARK-20495,,0
SPARK-20498,,0
SPARK-2050,,0
SPARK-20497,,0
SPARK-20499,,0
SPARK-20500,SPARK-20499,1
SPARK-20503,SPARK-20499,1
SPARK-20502,SPARK-20499,1
SPARK-20501,SPARK-20499,1
SPARK-20505,SPARK-20499,1
SPARK-20504,SPARK-20499,1
SPARK-20508,,0
SPARK-20509,SPARK-20508,1
SPARK-20506,SPARK-20499,1
SPARK-20507,SPARK-20499,1
SPARK-2051,,0
SPARK-20510,SPARK-20508,1
SPARK-20511,SPARK-20508,1
SPARK-20512,SPARK-20508,1
SPARK-20515,,0
SPARK-20514,,0
SPARK-20518,,0
SPARK-20516,,0
SPARK-20517,,0
SPARK-20519,,0
SPARK-2052,,0
SPARK-20520,,0
SPARK-20522,,0
SPARK-20521,,0
SPARK-20523,,0
SPARK-20524,,0
SPARK-20526,,0
SPARK-20527,,0
SPARK-20525,,0
SPARK-20528,,0
SPARK-2053,,0
SPARK-20529,,0
SPARK-20531,,0
SPARK-20530,,0
SPARK-20533,,0
SPARK-20532,,0
SPARK-20536,,0
SPARK-20534,,0
SPARK-20535,,0
SPARK-20537,,0
SPARK-20538,,0
SPARK-2054,,0
SPARK-20539,,0
SPARK-20540,,0
SPARK-20542,,0
SPARK-20541,,0
SPARK-20544,,0
SPARK-20545,,0
SPARK-20543,,0
SPARK-20546,,0
SPARK-20547,,0
SPARK-20548,,0
SPARK-20549,,0
SPARK-2055,,0
SPARK-20551,,0
SPARK-20550,,0
SPARK-20552,,0
SPARK-20553,,0
SPARK-20555,,0
SPARK-20554,,0
SPARK-20556,,0
SPARK-20557,,0
SPARK-20558,,0
SPARK-20559,,0
SPARK-2056,,0
SPARK-20560,,0
SPARK-20561,,0
SPARK-20562,,0
SPARK-20564,,0
SPARK-20563,,0
SPARK-20565,,0
SPARK-20566,,0
SPARK-20567,,0
SPARK-20568,,0
SPARK-20569,,0
SPARK-2057,,0
SPARK-20570,,0
SPARK-20572,,0
SPARK-20573,,0
SPARK-20571,,0
SPARK-20574,,0
SPARK-20575,,0
SPARK-20577,,0
SPARK-20576,,0
SPARK-20578,,0
SPARK-20579,,0
SPARK-2058,,0
SPARK-20580,,0
SPARK-20582,,0
SPARK-20581,,0
SPARK-20583,SPARK-20576,1
SPARK-20584,SPARK-20576,1
SPARK-20586,,0
SPARK-20585,SPARK-20576,1
SPARK-20588,,0
SPARK-20587,,0
SPARK-20589,,0
SPARK-2059,,0
SPARK-20591,,0
SPARK-20590,,0
SPARK-20592,,0
SPARK-20593,,0
SPARK-20594,,0
SPARK-20595,,0
SPARK-20598,,0
SPARK-20596,,0
SPARK-20597,,0
SPARK-20599,,0
SPARK-20600,,0
SPARK-2060,,0
SPARK-20601,,0
SPARK-20603,,0
SPARK-20602,,0
SPARK-20604,,0
SPARK-20605,,0
SPARK-20606,,0
SPARK-20607,,0
SPARK-20608,,0
SPARK-20609,,0
SPARK-2061,,0
SPARK-20610,,0
SPARK-20612,,0
SPARK-20613,,0
SPARK-20611,,0
SPARK-20614,,0
SPARK-20619,,0
SPARK-20615,,0
SPARK-20616,,0
SPARK-20617,,0
SPARK-20618,,0
SPARK-2062,,0
SPARK-20622,,0
SPARK-20621,,0
SPARK-20620,,0
SPARK-20623,,0
SPARK-20627,,0
SPARK-20626,,0
SPARK-20628,SPARK-20624,1
SPARK-20629,SPARK-20624,1
SPARK-20625,,0
SPARK-2063,,0
SPARK-20632,,0
SPARK-20630,,0
SPARK-20631,,0
SPARK-20633,,0
SPARK-20636,,0
SPARK-20634,,0
SPARK-20637,,0
SPARK-20638,,0
SPARK-20635,,0
SPARK-20639,,0
SPARK-20640,,0
SPARK-2064,SPARK-2015,1
SPARK-20641,SPARK-18085,1
SPARK-20642,SPARK-18085,1
SPARK-20646,SPARK-18085,1
SPARK-20647,SPARK-18085,1
SPARK-20644,SPARK-18085,1
SPARK-20645,SPARK-18085,1
SPARK-20643,SPARK-18085,1
SPARK-20648,SPARK-18085,1
SPARK-20650,SPARK-18085,1
SPARK-2065,,0
SPARK-20649,SPARK-18085,1
SPARK-20651,SPARK-18085,1
SPARK-20654,SPARK-18085,1
SPARK-20656,,0
SPARK-20655,SPARK-18085,1
SPARK-20657,SPARK-18085,1
SPARK-20652,SPARK-18085,1
SPARK-20653,SPARK-18085,1
SPARK-20659,,0
SPARK-2066,,0
SPARK-20658,,0
SPARK-20660,,0
SPARK-20666,,0
SPARK-20662,,0
SPARK-20664,SPARK-18085,1
SPARK-20661,,0
SPARK-20663,,0
SPARK-20665,,0
SPARK-20668,,0
SPARK-20667,,0
SPARK-20669,,0
SPARK-2067,,0
SPARK-20670,,0
SPARK-20671,,0
SPARK-20674,,0
SPARK-20673,,0
SPARK-20675,,0
SPARK-20672,,0
SPARK-20677,,0
SPARK-20676,SPARK-18267,1
SPARK-20678,SPARK-16026,1
SPARK-20679,,0
SPARK-2068,,0
SPARK-20680,,0
SPARK-20682,,0
SPARK-20681,,0
SPARK-20685,,0
SPARK-20683,,0
SPARK-20688,,0
SPARK-20687,,0
SPARK-20689,,0
SPARK-20686,,0
SPARK-2069,,0
SPARK-20690,,0
SPARK-20692,,0
SPARK-20691,,0
SPARK-20694,,0
SPARK-20693,,0
SPARK-20697,,0
SPARK-20696,,0
SPARK-20695,,0
SPARK-20698,,0
SPARK-20699,,0
SPARK-2070,SPARK-2069,1
SPARK-20703,,0
SPARK-20701,,0
SPARK-20702,,0
SPARK-20700,,0
SPARK-20705,,0
SPARK-20706,,0
SPARK-20707,,0
SPARK-20704,,0
SPARK-20708,,0
SPARK-20709,,0
SPARK-20710,,0
SPARK-20711,,0
SPARK-20712,,0
SPARK-2071,SPARK-2069,1
SPARK-20716,,0
SPARK-20713,,0
SPARK-20714,SPARK-19067,1
SPARK-20715,,0
SPARK-20717,SPARK-19067,1
SPARK-20718,,0
SPARK-20719,,0
SPARK-2072,,0
SPARK-20720,,0
SPARK-20721,,0
SPARK-20722,,0
SPARK-20723,,0
SPARK-20725,,0
SPARK-20724,,0
SPARK-20726,,0
SPARK-20727,SPARK-15799,1
SPARK-20728,,0
SPARK-20729,,0
SPARK-2073,,0
SPARK-20730,,0
SPARK-20732,SPARK-20624,1
SPARK-20731,,0
SPARK-20734,,0
SPARK-20733,,0
SPARK-20735,,0
SPARK-20736,,0
SPARK-20737,,0
SPARK-20739,,0
SPARK-20738,,0
SPARK-2074,,0
SPARK-20740,,0
SPARK-20741,,0
SPARK-20743,,0
SPARK-20742,,0
SPARK-20744,,0
SPARK-20745,,0
SPARK-2075,,0
SPARK-20749,SPARK-20746,1
SPARK-20746,,0
SPARK-20748,SPARK-20746,1
SPARK-20755,,0
SPARK-20751,SPARK-20746,1
SPARK-20754,SPARK-20746,1
SPARK-20750,SPARK-20746,1
SPARK-20756,,0
SPARK-20757,,0
SPARK-20759,,0
SPARK-20758,,0
SPARK-2076,,0
SPARK-20760,,0
SPARK-20761,,0
SPARK-20763,,0
SPARK-20765,,0
SPARK-20764,,0
SPARK-20762,,0
SPARK-20766,,0
SPARK-20767,,0
SPARK-2077,,0
SPARK-20768,,0
SPARK-20769,,0
SPARK-20773,,0
SPARK-20770,SPARK-14098,1
SPARK-20771,,0
SPARK-20774,,0
SPARK-20772,,0
SPARK-20775,,0
SPARK-20776,,0
SPARK-20779,,0
SPARK-20777,,0
SPARK-20778,,0
SPARK-2078,,0
SPARK-20783,SPARK-14098,1
SPARK-20782,,0
SPARK-20784,,0
SPARK-20780,,0
SPARK-20781,,0
SPARK-20785,,0
SPARK-20788,,0
SPARK-20786,,0
SPARK-20787,,0
SPARK-20789,,0
SPARK-20797,,0
SPARK-20795,,0
SPARK-2079,,0
SPARK-20794,,0
SPARK-20792,SPARK-19067,1
SPARK-20791,SPARK-22216,1
SPARK-20796,,0
SPARK-20793,,0
SPARK-20790,,0
SPARK-20798,,0
SPARK-2080,,0
SPARK-20800,,0
SPARK-20807,SPARK-14098,1
SPARK-20804,,0
SPARK-20805,,0
SPARK-20803,,0
SPARK-20806,,0
SPARK-20802,,0
SPARK-20799,,0
SPARK-20801,SPARK-19659,1
SPARK-20812,,0
SPARK-20808,,0
SPARK-20810,,0
SPARK-20815,,0
SPARK-20814,,0
SPARK-20811,,0
SPARK-20809,,0
SPARK-20816,,0
SPARK-20813,,0
SPARK-2081,,0
SPARK-20817,,0
SPARK-20819,SPARK-14098,1
SPARK-20818,,0
SPARK-20825,SPARK-14098,1
SPARK-20822,SPARK-14098,1
SPARK-20821,SPARK-14098,1
SPARK-20824,SPARK-14098,1
SPARK-2082,,0
SPARK-20820,SPARK-14098,1
SPARK-20823,SPARK-14098,1
SPARK-20826,SPARK-14098,1
SPARK-20828,,0
SPARK-20827,,0
SPARK-20829,,0
SPARK-20830,,0
SPARK-20831,,0
SPARK-20832,,0
SPARK-2083,,0
SPARK-20834,,0
SPARK-20833,,0
SPARK-20835,,0
SPARK-20837,,0
SPARK-20836,,0
SPARK-20841,,0
SPARK-20839,,0
SPARK-20844,,0
SPARK-20843,,0
SPARK-20838,,0
SPARK-20842,,0
SPARK-2084,,0
SPARK-20845,,0
SPARK-20846,,0
SPARK-20847,,0
SPARK-20852,,0
SPARK-20848,,0
SPARK-20851,,0
SPARK-20849,,0
SPARK-2085,,0
SPARK-20850,,0
SPARK-20853,,0
SPARK-20854,,0
SPARK-20855,,0
SPARK-20857,,0
SPARK-2086,,0
SPARK-20860,,0
SPARK-20859,,0
SPARK-20862,,0
SPARK-20858,,0
SPARK-20863,,0
SPARK-20861,,0
SPARK-20864,,0
SPARK-20865,,0
SPARK-20866,,0
SPARK-20868,,0
SPARK-20867,,0
SPARK-20869,,0
SPARK-20872,,0
SPARK-20870,,0
SPARK-2087,,0
SPARK-20871,,0
SPARK-20874,,0
SPARK-20873,,0
SPARK-20875,,0
SPARK-20876,,0
SPARK-20878,,0
SPARK-20877,SPARK-15799,1
SPARK-2088,,0
SPARK-20881,SPARK-16026,1
SPARK-20882,,0
SPARK-20879,,0
SPARK-20884,,0
SPARK-20883,,0
SPARK-20885,,0
SPARK-20887,,0
SPARK-20888,,0
SPARK-20886,,0
SPARK-20889,,0
SPARK-20890,SPARK-20411,1
SPARK-2089,,0
SPARK-20893,,0
SPARK-20891,SPARK-20411,1
SPARK-20892,,0
SPARK-20894,,0
SPARK-20897,,0
SPARK-20895,,0
SPARK-20896,,0
SPARK-20898,,0
SPARK-2090,,0
SPARK-20899,,0
SPARK-20903,SPARK-20902,1
SPARK-20900,,0
SPARK-20902,,0
SPARK-20904,,0
SPARK-20906,,0
SPARK-20905,,0
SPARK-20907,,0
SPARK-20909,SPARK-20746,1
SPARK-20908,,0
SPARK-2091,,0
SPARK-20911,,0
SPARK-20912,,0
SPARK-20910,SPARK-20746,1
SPARK-20913,,0
SPARK-20916,,0
SPARK-20914,,0
SPARK-20915,,0
SPARK-20919,,0
SPARK-20918,,0
SPARK-20917,,0
SPARK-20921,,0
SPARK-20920,,0
SPARK-2092,,0
SPARK-20922,,0
SPARK-20923,,0
SPARK-20924,,0
SPARK-20925,,0
SPARK-20926,,0
SPARK-20929,,0
SPARK-20927,,0
SPARK-20930,,0
SPARK-2093,,0
SPARK-20928,,0
SPARK-20931,SPARK-20746,1
SPARK-20932,,0
SPARK-20933,,0
SPARK-20934,,0
SPARK-20935,,0
SPARK-20938,,0
SPARK-20939,,0
SPARK-2094,,0
SPARK-20936,,0
SPARK-20937,,0
SPARK-20940,,0
SPARK-20941,,0
SPARK-20942,,0
SPARK-20943,,0
SPARK-20944,,0
SPARK-20946,,0
SPARK-20949,,0
SPARK-20947,,0
SPARK-20948,SPARK-20746,1
SPARK-20945,,0
SPARK-2095,,0
SPARK-20950,,0
SPARK-20952,,0
SPARK-20951,SPARK-20746,1
SPARK-20953,,0
SPARK-20954,,0
SPARK-20955,,0
SPARK-20958,,0
SPARK-20959,,0
SPARK-20956,,0
SPARK-20957,,0
SPARK-20961,SPARK-20960,1
SPARK-2096,,0
SPARK-20960,,0
SPARK-20962,SPARK-20841,1
SPARK-20963,SPARK-20841,1
SPARK-20965,,0
SPARK-20967,,0
SPARK-20964,,0
SPARK-20966,,0
SPARK-20968,,0
SPARK-20969,,0
SPARK-2097,,0
SPARK-20970,,0
SPARK-20971,,0
SPARK-20972,,0
SPARK-20975,,0
SPARK-20977,,0
SPARK-20974,,0
SPARK-20976,,0
SPARK-20973,,0
SPARK-20979,,0
SPARK-2098,,0
SPARK-20978,,0
SPARK-20980,,0
SPARK-20981,,0
SPARK-20985,,0
SPARK-20986,SPARK-17129,1
SPARK-20983,,0
SPARK-20984,,0
SPARK-20982,,0
SPARK-20987,,0
SPARK-20988,SPARK-19747,1
SPARK-20989,,0
SPARK-2099,,0
SPARK-20990,,0
SPARK-20995,,0
SPARK-20991,,0
SPARK-20994,,0
SPARK-20992,,0
SPARK-20993,,0
SPARK-20997,,0
SPARK-20996,,0
SPARK-20998,,0
SPARK-20999,,0
SPARK-2100,,0
SPARK-21004,,0
SPARK-21003,,0
SPARK-21000,,0
SPARK-21002,,0
SPARK-21001,,0
SPARK-21005,,0
SPARK-21006,,0
SPARK-21008,,0
SPARK-21007,SPARK-20746,1
SPARK-21009,,0
SPARK-2101,,0
SPARK-21011,,0
SPARK-21010,,0
SPARK-21013,,0
SPARK-21012,,0
SPARK-21014,,0
SPARK-21016,,0
SPARK-21017,,0
SPARK-21015,,0
SPARK-21018,,0
SPARK-21019,,0
SPARK-21022,,0
SPARK-2102,,0
SPARK-21021,,0
SPARK-21020,,0
SPARK-21028,,0
SPARK-21023,,0
SPARK-21024,,0
SPARK-21027,,0
SPARK-21025,,0
SPARK-21026,,0
SPARK-21029,,0
SPARK-2103,,0
SPARK-21030,,0
SPARK-21031,SPARK-16026,1
SPARK-21032,,0
SPARK-21035,,0
SPARK-21036,,0
SPARK-21034,,0
SPARK-21039,,0
SPARK-21033,,0
SPARK-2104,,0
SPARK-21038,,0
SPARK-21037,,0
SPARK-21040,SPARK-20624,1
SPARK-21046,SPARK-20960,1
SPARK-21041,,0
SPARK-21047,SPARK-20960,1
SPARK-21043,,0
SPARK-21044,,0
SPARK-21049,,0
SPARK-21048,,0
SPARK-21042,,0
SPARK-21045,,0
SPARK-2105,,0
SPARK-21050,,0
SPARK-21055,,0
SPARK-21056,,0
SPARK-21051,SPARK-20953,1
SPARK-21054,,0
SPARK-21057,,0
SPARK-21058,,0
SPARK-21053,,0
SPARK-21052,SPARK-20953,1
SPARK-21059,,0
SPARK-2106,,0
SPARK-21062,,0
SPARK-21063,,0
SPARK-21061,,0
SPARK-21060,,0
SPARK-21064,,0
SPARK-21065,,0
SPARK-21067,,0
SPARK-21066,,0
SPARK-21068,,0
SPARK-21069,,0
SPARK-21070,,0
SPARK-21072,,0
SPARK-21071,,0
SPARK-2107,,0
SPARK-21073,,0
SPARK-21074,,0
SPARK-21076,,0
SPARK-21075,,0
SPARK-21077,,0
SPARK-21078,,0
SPARK-21079,SPARK-17129,1
SPARK-2108,,0
SPARK-21080,,0
SPARK-21081,,0
SPARK-21082,,0
SPARK-21084,,0
SPARK-21083,SPARK-16026,1
SPARK-21085,,0
SPARK-21086,,0
SPARK-21087,SPARK-21086,1
SPARK-21088,SPARK-21086,1
SPARK-21089,,0
SPARK-21090,,0
SPARK-21091,,0
SPARK-21093,,0
SPARK-2109,,0
SPARK-21092,,0
SPARK-21094,,0
SPARK-21095,,0
SPARK-21096,,0
SPARK-21097,,0
SPARK-21098,,0
SPARK-21099,,0
SPARK-2110,,0
SPARK-21101,,0
SPARK-21100,,0
SPARK-21102,,0
SPARK-21104,,0
SPARK-21103,,0
SPARK-21105,,0
SPARK-21106,,0
SPARK-21107,,0
SPARK-21108,SPARK-19747,1
SPARK-21109,,0
SPARK-21110,,0
SPARK-2111,,0
SPARK-21111,,0
SPARK-21112,,0
SPARK-21113,,0
SPARK-21114,,0
SPARK-21115,,0
SPARK-21116,,0
SPARK-21118,,0
SPARK-21117,SPARK-30375,1
SPARK-21120,,0
SPARK-21122,,0
SPARK-2112,,0
SPARK-21121,,0
SPARK-21119,,0
SPARK-21123,,0
SPARK-21124,,0
SPARK-21125,,0
SPARK-21126,,0
SPARK-21127,SPARK-16026,1
SPARK-21130,,0
SPARK-21128,,0
SPARK-21129,,0
SPARK-2113,,0
SPARK-21131,,0
SPARK-21132,,0
SPARK-21133,,0
SPARK-21134,,0
SPARK-21136,SPARK-27901,1
SPARK-21135,,0
SPARK-21137,,0
SPARK-21139,,0
SPARK-2114,,0
SPARK-21138,,0
SPARK-21140,,0
SPARK-21141,,0
SPARK-21142,,0
SPARK-21143,,0
SPARK-21144,,0
SPARK-21145,,0
SPARK-21146,,0
SPARK-21147,,0
SPARK-21149,,0
SPARK-2115,,0
SPARK-21148,,0
SPARK-21150,,0
SPARK-21151,,0
SPARK-21152,SPARK-17133,1
SPARK-21153,,0
SPARK-21154,,0
SPARK-21155,,0
SPARK-21156,,0
SPARK-21159,,0
SPARK-21157,,0
SPARK-21158,,0
SPARK-2116,,0
SPARK-21160,,0
SPARK-21161,,0
SPARK-21162,,0
SPARK-21163,,0
SPARK-21166,,0
SPARK-21164,,0
SPARK-21165,,0
SPARK-21167,,0
SPARK-21168,,0
SPARK-21169,,0
SPARK-2117,,0
SPARK-21170,,0
SPARK-21171,,0
SPARK-21172,,0
SPARK-21177,,0
SPARK-21175,,0
SPARK-21176,,0
SPARK-21173,,0
SPARK-21174,,0
SPARK-21179,,0
SPARK-21178,,0
SPARK-2118,SPARK-2069,1
SPARK-21180,SPARK-16026,1
SPARK-21181,,0
SPARK-21183,,0
SPARK-21182,,0
SPARK-21186,,0
SPARK-21188,,0
SPARK-21185,,0
SPARK-21184,,0
SPARK-21189,,0
SPARK-21187,,0
SPARK-2119,,0
SPARK-21190,SPARK-22216,1
SPARK-21192,,0
SPARK-21193,,0
SPARK-21191,,0
SPARK-21198,,0
SPARK-21194,,0
SPARK-21196,,0
SPARK-21197,,0
SPARK-21199,,0
SPARK-2120,,0
SPARK-21200,,0
SPARK-21201,,0
SPARK-21202,,0
SPARK-21203,,0
SPARK-21207,,0
SPARK-21204,,0
SPARK-21208,,0
SPARK-21206,,0
SPARK-21205,SPARK-20746,1
SPARK-21209,,0
SPARK-2121,,0
SPARK-21211,,0
SPARK-21210,,0
SPARK-21212,,0
SPARK-21214,,0
SPARK-21213,SPARK-17129,1
SPARK-21216,,0
SPARK-21215,,0
SPARK-21217,,0
SPARK-21219,,0
SPARK-21218,,0
SPARK-2122,,0
SPARK-21220,,0
SPARK-21221,,0
SPARK-21223,,0
SPARK-21222,,0
SPARK-21224,,0
SPARK-21228,,0
SPARK-21226,,0
SPARK-21227,,0
SPARK-21225,,0
SPARK-21229,,0
